"id1","id2","id3","id4","id5","id6","id7","id8","Segment","Total Words Analyzed","Total Characters Analyzed","Average Word Size","Unique Words","Numerical Terms","Ambivalence","Self-reference","Tenacity","Leveling Terms","Collectives","Praise","Satisfaction","Inspiration","Blame","Hardship","Aggression","Accomplishment","Communication","Cognition","Passivity","Spatial Terms","Familiarity","Temporal Terms","Present Concern","Human Interest","Concreteness","Past Concern","Centrality","Rapport","Cooperation","Diversity","Exclusion","Liberation","Denial","Motion","Insistence","Embellishment","Variety","Complexity","Activity","Optimism","Certainty","Realism","Commonality","Char 1","Char 2","Char 3","Char 4","Char 5","User Dic 1","User Dic 2","User Dic 3","User Dic 4","User Dic 5","User Dic 6","User Dic 7","User Dic 8","User Dic 9","User Dic 10","Folder","File","Original File","Report","Stakeholder","Short Option","Long Option","Norm","Word Characters Analyzed"
"0","0","0","0","0","0","0","0","-","1538","7333","3.42","460","22.97","1.31","8.56","14.33","1.62","11.20","1.12","1.12","0.25","0.00","0.38","0.50","0.69","0.43","0.74","1.44","0.50","191.14","24.16","74.95","15.08","21.91","2.12","0.00","0.12","0.12","0.12","0.00","0.31","1.00","1.00","33.29","0.03","0.34","3.28","49.68","50.10","49.07","70.99","49.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","1stofthamonth.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\1stofthamonth.txt","Report","default","Extrapolate","Averaged","All Cases","5262"
"0","0","0","0","0","0","0","0","-","773","3954","3.86","432","6.16","11.49","37.06","15.03","4.25","2.83","7.43","10.16","3.08","2.33","7.58","4.75","6.28","3.29","3.92","5.25","1.78","118.35","20.32","23.41","11.66","13.33","4.83","1.42","0.50","0.00","1.42","1.83","5.95","4.75","5.75","21.41","0.38","0.56","3.85","51.49","52.10","39.77","50.78","45.97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","2020.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\2020.txt","Report","default","Extrapolate","Averaged","All Cases","2987"
"0","0","0","0","0","0","0","0","-","428","2308","3.88","160","2.34","10.51","16.07","25.70","7.01","4.67","5.84","3.51","2.34","2.34","14.02","2.34","3.43","5.84","3.51","5.84","4.67","52.57","29.21","28.22","40.89","8.18","1.17","0.00","0.00","0.00","0.00","0.00","1.17","7.01","7.01","32.71","0.30","0.37","3.88","51.81","47.12","50.26","51.85","48.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","2020riotshowmanytimes.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\2020riotshowmanytimes.txt","Report","default","Extrapolate","Averaged","All Cases","1660"
"0","0","0","0","0","0","0","0","-","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.61","49.66","57.08","46.94","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","2020vision.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\2020vision.txt","Report","default","Extrapolate","Averaged","All Cases","0"
"0","0","0","0","0","0","0","0","-","659","3160","3.52","245","7.32","43.94","63.95","39.94","8.36","3.07","6.64","34.01","14.41","1.50","0.50","0.50","4.08","14.21","10.12","5.14","1.50","76.81","10.15","17.51","67.69","9.72","5.07","0.50","0.00","1.57","0.00","0.00","2.07","1.50","3.07","51.24","0.38","0.39","3.52","50.04","65.50","40.11","49.88","48.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","21questions.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\21questions.txt","Report","default","Extrapolate","Averaged","All Cases","2317"
"0","0","0","0","0","0","0","0","-","2921","19480","4.52","2223","18.50","2.91","9.97","8.09","3.88","3.36","3.33","7.81","3.13","4.91","4.94","3.69","2.82","3.26","1.24","2.40","3.73","34.47","8.75","8.59","12.16","19.15","0.69","1.34","0.28","1.09","1.56","1.09","1.30","4.09","3.59","1.07","0.99","0.76","4.56","50.08","49.55","36.45","40.42","48.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","25.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\25.txt","Report","default","Extrapolate","Averaged","All Cases","13211"
"0","0","0","0","0","0","0","0","-","601","3152","3.83","196","10.95","5.22","36.45","40.00","5.50","1.50","9.21","2.50","0.32","0.50","1.50","0.00","5.70","5.95","5.50","2.50","2.00","68.70","19.90","27.56","20.85","13.40","1.00","0.00","0.00","0.00","0.50","10.95","0.20","3.97","2.00","157.06","0.42","0.39","3.72","49.61","51.72","50.21","50.78","43.78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","3am.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\3am.txt","Report","default","Extrapolate","Averaged","All Cases","2299"
"0","0","0","0","0","0","0","0","-","13281","80582","4.8","6269","18.05","6.62","2.00","21.17","9.07","6.84","1.94","0.13","2.46","1.16","2.04","6.75","5.64","2.19","9.63","1.29","8.33","139.13","6.50","11.27","8.70","21.85","2.34","7.82","3.02","4.11","0.86","4.68","0.27","10.16","0.31","97.60","0.29","0.50","4.89","49.38","47.17","48.88","46.71","51.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","400years.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\400years.txt","Report","default","Extrapolate","Averaged","All Cases","63723"
"0","0","0","0","0","0","0","0","-","236","1456","4.57","101","6.36","1.06","21.19","44.49","4.24","8.48","8.48","27.54","12.82","2.12","10.59","50.85","0.00","7.20","0.00","14.83","2.12","88.98","8.48","14.48","52.97","4.24","0.00","0.00","2.12","0.00","0.00","0.00","0.00","10.59","0.00","192.80","0.75","0.43","4.57","56.29","58.57","54.66","46.66","50.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","4748.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\4748.txt","Report","default","Extrapolate","Averaged","All Cases","1078"
"0","0","0","0","0","0","0","0","-","608","3502","4.5","422","8.81","12.51","21.95","22.27","7.13","1.75","2.10","8.63","0.00","1.50","5.82","5.13","7.78","1.50","9.94","5.04","2.50","93.61","8.63","10.13","22.59","29.32","6.63","1.50","0.00","1.00","5.63","0.50","3.50","6.63","4.82","0.00","0.28","0.76","4.63","49.95","49.65","37.12","44.01","45.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","4thchamber.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\4thchamber.txt","Report","default","Extrapolate","Averaged","All Cases","2734"
"0","0","0","0","0","0","0","0","-","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.61","49.66","57.08","46.94","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","4theculture.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\4theculture.txt","Report","default","Extrapolate","Averaged","All Cases","0"
"0","0","0","0","0","0","0","0","-","1496","7846","4","707","5.02","20.21","38.41","35.98","6.53","4.81","3.51","7.03","2.26","2.83","6.77","2.75","6.38","10.09","11.77","5.21","4.01","99.13","16.45","16.01","57.26","20.25","6.54","0.75","0.50","0.50","1.00","2.26","0.50","13.83","1.25","12.07","0.32","0.47","4.00","48.84","47.26","43.92","50.62","48.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","4youreyezonly.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\4youreyezonly.txt","Report","default","Extrapolate","Averaged","All Cases","5990"
"0","0","0","0","0","0","0","0","-","308","1584","3.79","117","9.74","5.68","32.47","11.36","3.25","3.25","1.62","1.62","0.00","0.00","1.62","17.86","1.62","1.62","0.00","17.86","2.43","92.53","22.73","17.86","45.46","38.31","16.07","0.00","4.87","4.87","3.25","0.00","0.00","22.73","6.49","242.70","0.08","0.38","3.79","51.20","44.52","48.98","49.49","51.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","600.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\600.txt","Report","default","Extrapolate","Averaged","All Cases","1166"
"0","0","0","0","0","0","0","0","-","432","2388","4.03","179","17.36","0.58","0.00","5.79","0.00","0.00","0.00","1.16","0.00","0.00","1.16","0.00","0.00","0.00","0.00","0.00","0.00","23.15","1.16","0.00","1.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.94","0.00","335.42","1.00","0.41","4.03","47.57","48.03","51.55","35.39","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","6balas.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\6balas.txt","Report","default","Extrapolate","Averaged","All Cases","1742"
"0","0","0","0","0","0","0","0","-","2717","18492","4.63","2100","29.47","0.95","8.18","2.75","2.12","1.47","1.81","4.97","1.84","3.15","4.68","2.46","2.08","2.33","0.97","3.34","5.15","41.72","7.06","6.02","14.58","24.35","0.56","1.47","0.44","0.03","2.12","0.91","1.65","2.71","3.71","9.14","0.82","0.79","4.56","49.68","49.09","33.56","41.12","47.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","6feetapart.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\6feetapart.txt","Report","default","Extrapolate","Averaged","All Cases","12569"
"0","0","0","0","0","0","0","0","-","399","2112","3.98","154","21.30","4.39","27.57","63.91","0.00","5.01","13.78","1.25","0.00","2.51","1.25","0.00","0.00","3.76","3.76","8.90","2.51","82.71","20.05","3.76","10.02","4.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.53","0.00","96.24","3.63","0.39","3.98","39.24","49.43","51.08","44.60","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","7secondsfeatnenehcherry.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\7secondsfeatnenehcherry.txt","Report","default","Extrapolate","Averaged","All Cases","1590"
"0","0","0","0","0","0","0","0","-","424","2326","4.03","192","4.72","24.17","36.56","36.56","8.26","3.54","2.58","7.07","4.13","7.43","3.54","3.54","2.36","7.07","11.79","3.29","4.72","60.14","7.07","14.54","40.09","11.69","11.79","1.18","1.18","0.00","1.18","1.18","2.36","16.51","7.07","6.60","0.40","0.45","4.03","51.22","45.16","44.21","41.99","48.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","7words.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\7words.txt","Report","default","Extrapolate","Averaged","All Cases","1710"
"0","0","0","0","0","0","0","0","-","18013","105098","4.61","7392","20.95","4.63","0.36","18.70","2.19","0.61","1.61","0.45","0.46","1.25","4.46","22.80","3.00","3.61","22.48","2.12","2.59","166.63","14.57","3.94","4.71","6.71","0.60","3.71","1.56","3.47","2.25","1.66","0.21","2.02","0.60","41.49","0.88","0.64","4.91","49.12","48.28","41.21","46.13","49.95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","8minutes46seconds.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\8minutes46seconds.txt","Report","default","Extrapolate","Averaged","All Cases","83008"
"0","0","0","0","0","0","0","0","-","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.61","49.66","57.08","46.94","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","8minutespourgeorgefloyd.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\8minutespourgeorgefloyd.txt","Report","default","Extrapolate","Averaged","All Cases","0"
"0","0","0","0","0","0","0","0","-","304","1512","3.66","149","4.93","25.20","37.83","42.76","6.58","6.58","1.96","4.93","1.64","1.64","1.64","1.64","11.06","1.64","1.64","12.81","21.38","116.78","32.90","44.99","13.16","13.16","1.64","3.29","1.64","0.00","0.00","4.93","1.64","18.09","9.87","45.23","0.10","0.49","3.66","51.42","46.52","44.60","61.46","48.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","909.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\909.txt","Report","default","Extrapolate","Averaged","All Cases","1113"
"0","0","0","0","0","0","0","0","-","331","1702","3.75","112","21.15","5.29","69.49","28.70","0.00","4.53","3.02","10.57","0.00","0.00","13.60","0.00","4.53","3.02","1.51","6.04","4.53","64.96","15.11","42.30","4.53","19.04","1.51","3.02","0.00","1.51","0.00","0.00","1.51","21.15","0.00","88.82","0.09","0.34","3.75","48.22","45.92","42.48","52.37","49.91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","911.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\911.txt","Report","default","Extrapolate","Averaged","All Cases","1240"
"0","0","0","0","0","0","0","0","-","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.61","49.66","57.08","46.94","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","abccaféredandblacklive.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\abccaféredandblacklive.txt","Report","default","Extrapolate","Averaged","All Cases","0"
"0","0","0","0","0","0","0","0","-","325","1778","4.22","147","6.15","19.23","33.85","49.54","12.31","3.08","2.83","1.54","3.08","3.08","15.39","6.15","12.31","8.30","7.69","6.15","0.00","90.77","15.39","10.77","44.62","24.61","6.15","0.00","0.00","3.08","0.00","1.54","1.54","16.92","0.00","71.08","0.38","0.45","4.22","49.66","42.49","48.94","47.25","48.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","abeginnersguidetodestroyingthemoon.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\abeginnersguidetodestroyingthemoon.txt","Report","default","Extrapolate","Averaged","All Cases","1372"
"0","0","0","0","0","0","0","0","-","942","5345","4.38","565","8.52","6.11","9.33","15.42","5.70","4.39","4.68","4.76","3.10","5.33","14.66","4.63","12.15","2.07","3.07","9.50","5.89","105.34","15.61","16.08","46.78","30.14","3.20","1.63","4.89","2.51","0.00","2.57","0.20","6.96","2.50","30.53","0.54","0.60","4.37","48.69","45.81","43.67","51.55","51.59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","abettertomorrow.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\abettertomorrow.txt","Report","default","Extrapolate","Averaged","All Cases","4127"
"0","0","0","0","0","0","0","0","-","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.61","49.66","57.08","46.94","49.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","ablm.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\ablm.txt","Report","default","Extrapolate","Averaged","All Cases","0"
"0","0","0","0","0","0","0","0","-","37908","230112","4.67","23304","5.36","5.13","11.01","15.02","4.56","1.18","4.48","7.14","0.72","1.55","4.08","3.78","5.30","7.70","4.28","7.58","9.89","105.31","7.71","11.33","48.72","26.23","1.68","0.19","1.25","1.81","0.19","1.74","2.29","6.54","4.59","58.85","0.56","0.55","4.53","50.31","50.34","44.89","49.64","48.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","abouttime.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\abouttime.txt","Report","default","Extrapolate","Averaged","All Cases","177179"
"0","0","0","0","0","0","0","0","-","169","844","3.69","48","11.83","22.19","38.46","36.98","11.83","0.00","26.63","11.83","0.00","0.00","11.83","0.00","0.00","11.83","5.92","0.00","23.67","35.50","20.71","20.71","71.01","0.00","35.50","0.00","0.00","0.00","0.00","0.00","11.83","0.00","23.67","40.83","0.48","0.28","3.69","61.22","59.11","48.51","39.06","44.60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","abrahammartinjohn.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\abrahammartinjohn.txt","Report","default","Extrapolate","Averaged","All Cases","623"
"0","0","0","0","0","0","0","0","-","16512","102648","4.99","9142","101.67","1.46","0.22","4.36","1.49","2.35","1.92","0.04","0.56","0.31","1.41","24.68","2.41","1.89","2.85","1.89","8.46","76.39","4.15","5.40","2.91","28.07","0.58","2.23","1.27","1.02","0.28","1.01","0.73","1.24","0.30","24.52","0.74","0.69","5.25","53.35","49.58","27.54","40.62","49.89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","acab.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\acab.txt","Report","default","Extrapolate","Averaged","All Cases","82465"
"0","0","0","0","0","0","0","0","-","2034","13223","4.39","1520","39.54","3.08","6.62","1.69","9.23","0.12","2.27","3.62","1.72","1.56","2.25","1.56","1.44","0.54","2.06","0.64","1.88","44.60","12.04","9.98","22.78","6.86","8.35","0.31","0.50","0.25","0.56","0.75","1.08","2.62","1.62","2.26","0.55","0.81","4.12","49.27","50.05","32.69","39.57","48.53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","acabfeatnascaraloe.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\acabfeatnascaraloe.txt","Report","default","Extrapolate","Averaged","All Cases","8927"
"0","0","0","0","0","0","0","0","-","222","1150","3.82","125","18.02","10.14","29.28","29.28","13.51","8.33","0.00","11.26","2.25","0.00","13.51","2.25","0.00","6.76","9.01","3.21","0.00","112.61","0.00","17.64","38.29","13.06","2.25","0.00","2.25","2.25","2.25","0.00","0.00","9.01","4.51","6.08","0.05","0.56","3.82","50.69","48.89","44.14","48.95","49.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","aceofspades.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\aceofspades.txt","Report","default","Extrapolate","Averaged","All Cases","848"
"0","0","0","0","0","0","0","0","-","192","960","3.5","84","10.42","28.65","54.69","50.01","0.00","10.42","2.60","7.81","0.00","5.21","5.21","0.00","15.62","2.60","18.23","2.60","5.21","78.12","18.23","21.40","10.42","13.02","0.00","0.00","0.00","2.60","0.00","0.00","0.00","5.21","7.81","27.34","0.39","0.44","3.50","50.18","48.19","42.12","50.64","49.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","achangeisgonnacome.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\achangeisgonnacome.txt","Report","default","Extrapolate","Averaged","All Cases","672"
"0","0","0","0","0","0","0","0","-","3868","25290","4.86","1986","2.89","5.40","8.44","3.90","2.67","1.28","2.87","4.49","1.38","0.92","2.73","1.22","1.04","1.46","2.37","2.06","5.14","76.64","5.55","7.91","13.16","13.75","45.04","3.31","0.05","0.02","1.00","0.48","2.03","1.33","2.22","79.14","0.10","0.39","5.07","49.99","51.00","48.08","23.63","48.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","achangeisgonnacomerecordedatspotifystudiosnyc.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\achangeisgonnacomerecordedatspotifystudiosnyc.txt","Report","default","Extrapolate","Averaged","All Cases","18805"
"0","0","0","0","0","0","0","0","-","207","1236","4.54","90","12.08","8.45","0.00","9.66","0.00","0.00","0.00","2.41","0.57","2.41","4.83","12.08","1.91","0.00","12.08","0.00","7.25","137.68","19.32","18.11","31.40","36.23","0.00","0.00","0.00","0.00","0.00","2.41","7.25","7.25","9.66","209.42","0.18","0.44","4.54","54.39","46.55","48.52","55.11","45.26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","blm_lyr","acrossthelines.txt.dfxml","C:\Users\MYPC\Downloads\blm_lyr\acrossthelines.txt","Report","default","Extrapolate","Averaged","All Cases","940"
